,CA_Sh_JH_PJ35_1,CA_Sh_JH_PJ35_10,CA_Sh_JH_PJ35_11,CA_Sh_JH_PJ35_12,CA_Sh_JH_PJ35_13,CA_Sh_JH_PJ35_14,CA_Sh_JH_PJ35_15,CA_Sh_JH_PJ35_16,CA_Sh_JH_PJ35_17,CA_Sh_JH_PJ35_18,CA_Sh_JH_PJ35_19,CA_Sh_JH_PJ35_2,CA_Sh_JH_PJ35_20,CA_Sh_JH_PJ35_21,CA_Sh_JH_PJ35_22,CA_Sh_JH_PJ35_23,CA_Sh_JH_PJ35_24,CA_Sh_JH_PJ35_3,CA_Sh_JH_PJ35_4,CA_Sh_JH_PJ35_5,CA_Sh_JH_PJ35_6,CA_Sh_JH_PJ35_7,CA_Sh_JH_PJ35_8,CA_Sh_JH_PJ35_9,CA_Sh_JH_PJ36_1,CA_Sh_JH_PJ36_10,CA_Sh_JH_PJ36_11,CA_Sh_JH_PJ36_12,CA_Sh_JH_PJ36_13,CA_Sh_JH_PJ36_14,CA_Sh_JH_PJ36_15,CA_Sh_JH_PJ36_16,CA_Sh_JH_PJ36_17,CA_Sh_JH_PJ36_18,CA_Sh_JH_PJ36_19,CA_Sh_JH_PJ36_2,CA_Sh_JH_PJ36_20,CA_Sh_JH_PJ36_21,CA_Sh_JH_PJ36_22,CA_Sh_JH_PJ36_23,CA_Sh_JH_PJ36_24,CA_Sh_JH_PJ36_3,CA_Sh_JH_PJ36_4,CA_Sh_JH_PJ36_5,CA_Sh_JH_PJ36_6,CA_Sh_JH_PJ36_7,CA_Sh_JH_PJ36_8,CA_Sh_JH_PJ36_9
CA_Sh_JH_PJ35_19,0.820179911386343,1.09792594676212,0.992565431104297,1.24319351747922,1.38629436111989,0.955511445027436,1.53373808920642,1.13690053851663,0.915490091190668,2.85263142991332,0,1.17865499634165,1.11803037452521,2.58381952145296,NA,1.25088522792,2.15948424935337,1.21570898241851,1.07974212467669,0.764697602380282,2.15948424935337,0.568916500910695,2.34180580614733,1.77288930523663,NA,NA,0.653125826723177,NA,1.57221860977448,NA,1.24319351747922,NA,1.22358316090258,1.2721650351294,1.42631571495666,NA,NA,1.34627300728312,NA,1.42631571495666,1.20317216364245,NA,NA,NA,NA,1.92180652719453,NA,1.55334844578306
CA_Sh_JH_PJ35_2,1.02085060684849,0.992565431104297,0.730201166636806,0.693147180559945,1.55334844578306,0.619039208406223,0.935901088450796,1.40516452511131,0.820179911386343,1.46633706879343,1.17865499634165,0,1.06087196068526,1.02567490340641,NA,1.18189235643305,2.85263142991332,1.04385872549185,0.712017344551369,0.69058963022656,1.46633706879343,0.879071429214535,1.46633706879343,2.58381952145296,NA,NA,1.20317216364245,NA,0.97438160901886,NA,1.17865499634165,NA,0.987194382838346,0.733168534396713,1.02085060684849,NA,NA,1.13863364250488,NA,1.07800902068844,1.71399778740844,NA,NA,NA,NA,1.09512795401006,NA,1.38629436111989
CA_Sh_JH_PJ35_20,1.60863727175061,1.28024750355608,1.34924037504303,1.38629436111989,0.693147180559945,0.955511445027436,1.36668400454325,1.48520723278485,1.51332709194629,1.11803037452521,1.11803037452521,1.06087196068526,0,1.66752878957881,NA,1.40503590774726,1.46633706879343,1.04385872549185,0.97438160901886,0.931751687043448,0.860201265223111,0.712017344551369,1.46633706879343,1.40516452511131,NA,NA,1.34627300728312,NA,0.925591444849428,NA,1.55334844578306,NA,1.62904826901074,1.13863364250488,1.96531221568935,NA,NA,1.60863727175061,NA,1.02085060684849,1.20317216364245,NA,NA,NA,NA,1.30276731878831,NA,1.75401914124521
CA_Sh_JH_PJ35_21,1.29103519912082,1.60927259585134,1.52226121886171,0.879071429214535,1.77288930523663,0.925591444849428,0.954771252442219,1.15577070250806,1.09687918467987,0.879071429214535,2.58381952145296,1.02567490340641,1.66752878957881,0,NA,1.42390607173868,3.97011388257285,1.06272888948327,1.28093384546206,1.40260697477793,0.879071429214535,1.50407739677627,1.77288930523663,1.21639532432449,NA,NA,1.36514317127455,NA,1.28093384546206,NA,1.02567490340641,NA,1.75327894865999,0.985653549569642,1.62750743574204,NA,NA,1.29103519912082,NA,1.36514317127455,1.62750743574204,NA,NA,NA,NA,0.942147861074827,NA,1.48520723278485
CA_Sh_JH_PJ35_22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_Sh_JH_PJ35_23,1.01670785964228,2.13523707438407,1.84755500193229,0.754448341606111,1.81050101585543,1.25088522792,1.38542555117062,1.26975539191143,2.05816173447044,1.11735383529548,1.25088522792,1.18189235643305,1.40503590774726,1.42390607173868,NA,0,1.32499320007372,1.21894634250991,1.34386336406515,1.32243564974034,1.25088522792,1.01844096363052,0.754448341606111,1.42390607173868,NA,NA,0.80539876597507,NA,0.817770268168369,NA,0.798900104176945,NA,0.538127690783417,0.854188930144502,0.854188930144502,NA,NA,1.28497184623696,NA,2.05816173447044,1.28497184623696,NA,NA,NA,NA,0.715373061845362,NA,1.49204728473689
CA_Sh_JH_PJ35_24,1.60863727175061,2.19653823543023,1.34924037504303,1.55334844578306,1.31218638896617,1.64865862558738,1.62904826901074,1.13690053851663,1.51332709194629,1.38629436111989,2.15948424935337,2.85263142991332,1.46633706879343,3.97011388257285,NA,1.32499320007372,0,2.6020033435384,1.77288930523663,1.53788749061376,1.00680473941499,1.66752878957881,1.31218638896617,2.58381952145296,NA,NA,2.52492800362477,NA,2.1783544133448,NA,1.17865499634165,NA,1.36668400454325,2.52492800362477,1.51332709194629,NA,NA,1.34627300728312,NA,2.30178445231056,1.02085060684849,NA,NA,NA,NA,1.38281002646184,NA,1.31218638896617
CA_Sh_JH_PJ35_3,1.30921902120626,1.13497993283898,1.7227665977411,0.992565431104297,0.992565431104297,1.42334834719675,1.13547400402543,0.510660307183232,1.46336970103352,1.28024750355608,1.21570898241851,1.04385872549185,1.04385872549185,1.06272888948327,NA,1.21894634250991,2.6020033435384,0,1.60927259585134,0.968805673120309,0.897255251299972,0.916125415291396,1.59040243185992,1.80994329131349,NA,NA,0.857233897463204,NA,0.788292043781511,NA,1.50339105487029,NA,1.32963001846639,0.729400525953319,2.15651688159347,NA,NA,1.86883480914168,NA,1.24022614971931,1.30921902120626,NA,NA,NA,NA,1.50687538952833,NA,1.59040243185992
CA_Sh_JH_PJ35_4,0.985653549569642,1.01143559509572,1.01143559509572,0.75123805770465,1.19752516033307,0.414765821083437,0.905981088272787,1.79175946922805,0.528895147073927,1.19752516033307,1.07974212467669,0.712017344551369,0.97438160901886,1.28093384546206,NA,1.34386336406515,1.77288930523663,1.60927259585134,0,0.950621851034872,1.48520723278485,0.770108221696074,1.77288930523663,1.28093384546206,NA,NA,1.53219725593771,NA,1.34992671694902,NA,1.02567490340641,NA,1.11729018193999,0.711216703867882,1.29103519912082,NA,NA,1.44518587894808,NA,1.62750743574204,1.29103519912082,NA,NA,NA,NA,0.942147861074827,NA,1.57221860977448
CA_Sh_JH_PJ35_5,1.09240102866883,0.968805673120309,0.476329188022515,0.69058963022656,1.25020541816198,1.02706186684777,0.67097927364992,0.863610474045242,1.09240102866883,1.53788749061376,0.764697602380282,0.69058963022656,0.931751687043448,1.40260697477793,NA,1.32243564974034,1.53788749061376,0.968805673120309,0.950621851034872,0,1.53788749061376,0.257474670474927,1.53788749061376,2.24990483516513,NA,NA,0.89173033320668,NA,1.15129254649702,NA,1.94335259872193,NA,1.51827713403712,0.89173033320668,1.34371545694974,NA,NA,1.34371545694974,NA,1.09240102866883,1.68018769357095,NA,NA,NA,NA,1.63668200507614,NA,1.94335259872193
CA_Sh_JH_PJ35_6,1.51332709194629,1.90885616297845,2.04238755560297,0.773189888233482,0.619039208406223,1.11803037452521,1.62904826901074,1.48520723278485,1.51332709194629,0.906721280858004,2.15948424935337,1.46633706879343,0.860201265223111,0.879071429214535,NA,1.25088522792,1.00680473941499,0.897255251299972,1.48520723278485,1.53788749061376,0,1.07974212467669,1.31218638896617,1.66752878957881,NA,NA,1.42631571495666,NA,0.879071429214535,NA,1.00680473941499,NA,1.44672671221679,1.20317216364245,1.07800902068844,NA,NA,1.2721650351294,NA,1.34627300728312,1.02085060684849,NA,NA,NA,NA,1.22865934663459,NA,1.06087196068526
CA_Sh_JH_PJ35_7,0.985653549569642,1.1739545245935,0.711331002645383,0.674277016568522,0.792060052224905,0.75123805770465,0.654666659991881,1.09861228866811,1.1575038064963,1.77288930523663,0.568916500910695,0.879071429214535,0.712017344551369,1.50407739677627,NA,1.01844096363052,1.66752878957881,0.916125415291396,0.770108221696074,0.257474670474927,1.07974212467669,0,1.19752516033307,1.50407739677627,NA,NA,0.6719959907146,NA,1.09861228866811,NA,1.77288930523663,NA,1.46559687620821,0.794598312806933,1.03972077083992,NA,NA,0.985653549569642,NA,0.934360255182092,0.934360255182092,NA,NA,NA,NA,1.32163748277973,NA,1.48520723278485
CA_Sh_JH_PJ35_8,1.96531221568935,1.34924037504303,1.21570898241851,1.38629436111989,1.46633706879343,1.64865862558738,0.935901088450796,1.19752516033307,1.96531221568935,2.15948424935337,2.34180580614733,1.46633706879343,1.46633706879343,1.77288930523663,NA,0.754448341606111,1.31218638896617,1.59040243185992,1.77288930523663,1.53788749061376,1.31218638896617,1.19752516033307,0,1.66752878957881,NA,NA,1.71399778740844,NA,1.66752878957881,NA,1.17865499634165,NA,1.29257603238953,1.60863727175061,0.866699927021236,NA,NA,1.20317216364245,NA,1.60863727175061,1.13863364250488,NA,NA,NA,NA,1.46982140345147,NA,1.31218638896617
CA_Sh_JH_PJ35_9,1.73286795139986,1.23457914640993,2.21540839942166,2.58381952145296,0.834619666643701,2.02420373351754,0.954771252442219,1.68639895357023,1.1575038064963,1.89067234089301,1.77288930523663,2.58381952145296,1.40516452511131,1.21639532432449,NA,1.42390607173868,2.58381952145296,1.80994329131349,1.28093384546206,2.24990483516513,1.66752878957881,1.50407739677627,1.66752878957881,0,NA,NA,1.29103519912082,NA,1.28093384546206,NA,1.48520723278485,NA,1.64791843300216,1.36514317127455,1.62750743574204,NA,NA,1.03972077083992,NA,1.22204232763387,1.29103519912082,NA,NA,NA,NA,1.24752951062601,NA,1.40516452511131
CA_Sh_JH_PJ36_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_Sh_JH_PJ36_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_Sh_JH_PJ36_11,0.92676203174145,1.24022614971931,1.05790459292536,1.02085060684849,1.51332709194629,1.51332709194629,1.25255467855276,1.1575038064963,1.30625165344635,2.1194628955166,0.653125826723177,1.20317216364245,1.34627300728312,1.36514317127455,NA,0.80539876597507,2.52492800362477,0.857233897463204,1.53219725593771,0.89173033320668,1.42631571495666,0.6719959907146,1.71399778740844,1.29103519912082,NA,NA,0,NA,0.88557009101266,NA,1.20317216364245,NA,0.800569554809703,1.16315080980568,0.780158557549575,NA,NA,0.65232518603969,NA,1.16315080980568,1.23214368129263,NA,NA,NA,NA,0.831963048859085,NA,1.51332709194629
CA_Sh_JH_PJ36_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_Sh_JH_PJ36_13,0.934360255182092,2.0612577195944,2.0612577195944,0.75123805770465,0.879071429214535,1.57221860977448,2.0045933769409,1.15577070250806,1.73286795139986,1.26206368147064,1.57221860977448,0.97438160901886,0.925591444849428,1.28093384546206,NA,0.817770268168369,2.1783544133448,0.788292043781511,1.34992671694902,1.15129254649702,0.879071429214535,1.09861228866811,1.66752878957881,1.28093384546206,NA,NA,0.88557009101266,NA,0,NA,1.77288930523663,NA,0.692406987974728,0.562796698749609,0.839050075377767,NA,NA,1.1575038064963,NA,0.839050075377767,1.09687918467987,NA,NA,NA,NA,0.795544386882952,NA,1.19752516033307
CA_Sh_JH_PJ36_14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_Sh_JH_PJ36_15,1.07800902068844,1.68571261166424,1.28024750355608,1.87180217690159,1.24319351747922,1.31218638896617,0.935901088450796,1.26206368147064,1.07800902068844,1.11803037452521,1.24319351747922,1.17865499634165,1.55334844578306,1.02567490340641,NA,0.798900104176945,1.17865499634165,1.50339105487029,1.02567490340641,1.94335259872193,1.00680473941499,1.77288930523663,1.17865499634165,1.48520723278485,NA,NA,1.20317216364245,NA,1.77288930523663,NA,0,NA,0.564337532018313,1.42631571495666,1.34627300728312,NA,NA,1.34627300728312,NA,2.81261007607655,1.2721650351294,NA,NA,NA,NA,0.923277697083404,NA,2.15948424935337
CA_Sh_JH_PJ36_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_Sh_JH_PJ36_17,0.713558177820073,2.17692787885359,1.40373799062011,0.987194382838346,1.29257603238953,1.36668400454325,1.51412773262978,1.38555416853467,1.0583986641118,1.36668400454325,1.22358316090258,0.987194382838346,1.62904826901074,1.75327894865999,NA,0.538127690783417,1.36668400454325,1.32963001846639,1.11729018193999,1.51827713403712,1.44672671221679,1.46559687620821,1.29257603238953,1.64791843300216,NA,NA,0.800569554809703,NA,0.692406987974728,NA,0.564337532018313,NA,0,0.756117792238869,0.595775142163689,NA,NA,1.0583986641118,NA,1.6943874308318,0.847089570444596,NA,NA,NA,NA,0.590009781651722,NA,1.53373808920642
CA_Sh_JH_PJ36_18,0.780158557549575,1.86883480914168,1.30921902120626,0.543926534758185,0.733168534396713,1.07800902068844,1.0583986641118,0.985653549569642,0.735706794978741,0.820179911386343,1.2721650351294,0.733168534396713,1.13863364250488,0.985653549569642,NA,0.854188930144502,2.52492800362477,0.729400525953319,0.711216703867882,0.89173033320668,1.20317216364245,0.794598312806933,1.60863727175061,1.36514317127455,NA,NA,1.16315080980568,NA,0.562796698749609,NA,1.42631571495666,NA,0.756117792238869,0,0.92676203174145,NA,NA,1.47330573810952,NA,1.16315080980568,1.23214368129263,NA,NA,NA,NA,0.831963048859085,NA,1.71399778740844
CA_Sh_JH_PJ36_19,0.826678573184468,1.86883480914168,0.81278213489237,0.820179911386343,1.51332709194629,1.20317216364245,1.40670535838002,1.85065098705625,1.03798766685167,1.51332709194629,1.42631571495666,1.02085060684849,1.96531221568935,1.62750743574204,NA,0.854188930144502,1.51332709194629,2.15651688159347,1.29103519912082,1.34371545694974,1.07800902068844,1.03972077083992,0.866699927021236,1.62750743574204,NA,NA,0.780158557549575,NA,0.839050075377767,NA,1.34627300728312,NA,0.595775142163689,0.92676203174145,0,NA,NA,0.8754687373539,NA,1.67397643357167,1.30625165344635,NA,NA,NA,NA,0.99448197835686,NA,1.13863364250488
CA_Sh_JH_PJ36_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_Sh_JH_PJ36_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_Sh_JH_PJ36_21,1.30625165344635,0.81278213489237,0.903753913098097,1.71399778740844,0.966783385578219,1.13863364250488,1.40670535838002,1.53219725593771,1.23214368129263,2.1194628955166,1.34627300728312,1.13863364250488,1.60863727175061,1.29103519912082,NA,1.28497184623696,1.34627300728312,1.86883480914168,1.44518587894808,1.34371545694974,1.2721650351294,0.985653549569642,1.20317216364245,1.03972077083992,NA,NA,0.65232518603969,NA,1.1575038064963,NA,1.34627300728312,NA,1.0583986641118,1.47330573810952,0.8754687373539,NA,NA,0,NA,1.23214368129263,1.30625165344635,NA,NA,NA,NA,0.783172884689653,NA,0.866699927021236
CA_Sh_JH_PJ36_22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_Sh_JH_PJ36_23,2.26176309847379,1.17568762858174,1.00383737165508,2.1194628955166,0.915490091190668,1.07800902068844,1.00124025027185,0.88557009101266,1.92529086185258,1.83178082306482,1.42631571495666,1.07800902068844,1.02085060684849,1.36514317127455,NA,2.05816173447044,2.30178445231056,1.24022614971931,1.62750743574204,1.09240102866883,1.34627300728312,0.934360255182092,1.60863727175061,1.22204232763387,NA,NA,1.16315080980568,NA,0.839050075377767,NA,2.81261007607655,NA,1.6943874308318,1.16315080980568,1.67397643357167,NA,NA,1.23214368129263,NA,0,0.575364144903562,NA,NA,NA,NA,1.05510660017329,NA,1.20317216364245
CA_Sh_JH_PJ36_24,1.38629436111989,1.30921902120626,1.64569125782747,1.51332709194629,1.02085060684849,0.966783385578219,1.49371673536965,0.934360255182092,1.38629436111989,1.96531221568935,1.20317216364245,1.71399778740844,1.20317216364245,1.62750743574204,NA,1.28497184623696,1.02085060684849,1.30921902120626,1.29103519912082,1.68018769357095,1.02085060684849,0.934360255182092,1.13863364250488,1.29103519912082,NA,NA,1.23214368129263,NA,1.09687918467987,NA,1.2721650351294,NA,0.847089570444596,1.23214368129263,1.30625165344635,NA,NA,1.30625165344635,NA,0.575364144903562,0,NA,NA,NA,NA,0.692201106483926,NA,1.42631571495666
CA_Sh_JH_PJ36_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
CA_Sh_JH_PJ36_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
CA_Sh_JH_PJ36_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
